Date,Close,High,Low,Open,Volume
2025-10-21,27.7419376373291,28.193178479870134,27.704333337248155,28.164975254809423,25509900
2025-10-22,28.061569213867188,28.23078499134312,27.84534985067987,27.976961325129217,27088800
2025-10-23,28.381196975708008,28.87944141048834,28.30599016707673,28.691425285446016,40060800
2025-10-24,28.052167892456055,28.625620957086774,28.023964665433088,28.48460661504379,24370300
2025-10-27,28.202579498291016,28.352993112169496,27.91115334553542,28.352993112169496,24771400
2025-10-28,28.193180084228516,28.531611631928904,27.976960725674076,28.108572197303417,25324800
2025-10-29,28.22138214111328,28.352993607287306,28.01456207361496,28.287187874200292,24854900
2025-10-30,28.099170684814453,28.352994341642862,27.976960290640662,28.12737391104154,22657200
2025-10-31,27.967557907104492,28.28718728377428,27.779539993861658,28.202579402122176,29516300
2025-11-03,28.296588897705078,28.644419712836186,28.014562022469104,28.089768830584347,54977300
2025-11-04,28.43760108947754,28.447002164510437,28.11797171064594,28.202579592870286,35035200
2025-11-05,29.00165367126465,29.095662630568306,28.399997407564307,28.437601708514475,40375900
2025-11-06,29.152069091796875,29.40589275969264,29.048659050860405,29.123865864340054,43435700
2025-11-07,30.251968383789062,30.251968383789062,29.001654050015546,29.349484872988327,97315600
2025-11-10,30.421186447143555,30.599801513237416,30.016949141539286,30.364779990729993,41064200
2025-11-11,31.210857391357422,31.436476033773324,30.505792858056324,30.5904007454982,68221300
2025-11-12,30.411781311035156,31.26725944574701,30.15796124145408,31.26725944574701,67646400
2025-11-13,30.543397903442383,30.96643376479801,30.383581407212063,30.421185710577284,38517200
2025-11-14,30.740814208984375,31.182652208973217,30.62800488836421,30.646803453347864,27371300
2025-11-17,30.9100284576416,31.098046373492686,30.769014124217417,30.79721555644487,63708200
2025-11-18,31.013437271118164,31.18264944397236,30.712606465899984,30.74081148316179,26520500
2025-11-19,30.853622436523438,31.00403605406936,30.590399502353954,30.834820286062257,48719300
2025-11-21,30.618602752685547,30.778419248021525,30.421185540338517,30.609203469968715,40869300
2025-11-24,30.59039878845215,30.787815984472047,30.42118302439411,30.609200938474533,38665600
2025-11-25,30.345975875854492,30.496389497084934,30.16736082131322,30.411781611008834,28431100
2025-11-26,30.29897117614746,30.46818694206988,30.176758992727166,30.439985509797303,25042100
2025-11-27,30.45878791809082,30.45878791809082,30.270770000345866,30.345975015757745,16087400
2025-11-28,29.88533592224121,30.3741810909243,29.415292904600967,30.33657678883861,60420500
2025-12-01,29.941741943359375,30.242567408360447,29.67851719600958,30.03575090977515,29489100
2025-12-02,30.148557662963867,30.148557662963867,29.556304273293392,30.016946197053038,25574100
2025-12-03,30.37417984008789,30.552794888423946,30.223766224082926,30.223766224082926,36630000
2025-12-04,30.571596145629883,30.787815488186816,30.505790414684007,30.543394714122616,33009700
2025-12-05,29.49049949645996,30.93823104763173,29.49049949645996,30.55279591947791,74495100
2025-12-08,29.76312255859375,30.073350866266743,29.6033078671821,29.678514675312773,30271600
2025-12-09,29.951141357421875,29.988743866058613,29.452895118214567,29.716119850958922,23863000
2025-12-10,30.026348114013672,30.0733516979934,29.650314062960483,29.96994166155185,22123700
2025-12-11,29.52810287475586,29.988744827015406,29.37768924924547,29.96994267555864,64927900
2025-12-12,29.697317123413086,29.819527515449032,29.46229562151401,29.52810135515427,39659900
2025-12-15,29.80072593688965,29.98874205486153,29.697315906508514,29.781923787170953,31898900
2025-12-16,28.898242950439453,29.640911738922284,28.776032561397223,29.640911738922284,52661900
2025-12-17,29.217872619628906,29.217872619628906,28.973450046038437,29.01105434647008,39337100
2025-12-18,29.04865837097168,29.4058920714428,28.982852634851163,29.330685259723378,34311000
2025-12-19,29.152069091796875,29.36828845641688,29.114464788521115,29.208473753638643,45807700
2025-12-22,29.236675262451172,29.640912533543613,29.236675262451172,29.37768780530227,35896900
2025-12-23,29.393901824951172,29.646043736428435,29.287227752568786,29.626647777922397,35703900
2025-12-26,29.49087905883789,29.51027501687766,29.209645066062677,29.3939011183394,20178600
2025-12-29,29.80120849609375,29.878790482476763,29.59755647547602,29.636346543817293,20588100
2025-12-30,29.888486862182617,30.024254868660684,29.723624918730525,29.869090904199933,16880600
2026-01-02,29.781810760498047,30.024254684695002,29.442390746382586,30.024254684695002,21625200
2026-01-05,29.287227630615234,29.839999497832675,28.831431856123352,29.772115493044623,48211400
2026-01-06,28.744152069091797,29.510275784282232,28.724757960248056,29.45208975835018,38095000
2026-01-07,28.928409576416016,28.928409576416016,28.637477601072533,28.773245609606107,28132900
2026-01-08,29.287227630615234,29.422995640191335,28.88961973139917,29.005991782549994,34125800
2026-01-09,29.384204864501953,29.810906717927267,29.229040890474653,29.25813482924245,27982800
2026-01-12,29.442392349243164,29.64604436879937,29.296924507045357,29.384204472483862,18947400
2026-01-13,30.198816299438477,30.37337623060062,29.442392397336448,29.442392397336448,54097100
2026-01-14,31.02312660217285,31.546804555146792,30.257004707153456,30.402470702440635,82309300
2026-01-15,30.829172134399414,30.964940148173657,30.489750250263345,30.547936277637955,26456600
2026-01-16,31.07161521911621,31.22677918765084,30.916449400881174,30.984335255602932,70947300
2026-01-19,31.197683334350586,31.236475251252553,30.94554327328942,30.994031319716473,12852900
2026-01-20,31.31406021118164,31.537108192288052,30.97463832488466,31.1976844562906,26300000
2026-01-21,32.41960144042969,32.5359734867793,31.44982575558142,31.517709757568745,93270900
2026-01-22,32.56507110595703,33.09844702276639,32.254739465888875,32.37111521818976,71516300
2026-01-23,33.9809455871582,34.40764561575315,32.8560057850432,32.92388979642419,68642600
2026-01-26,34.2912712097168,34.62099511363334,33.98094326478369,34.300967339508055,39869600
2026-01-27,35.03799819946289,35.34832613745386,34.30096657218372,34.43673458262966,47268200
2026-01-28,36.21142578125,36.30840187415511,35.3968140228843,35.445302069336854,46054700
2026-01-29,36.560543060302734,37.413946675497534,36.43447118888292,36.851475017932614,58722800
2026-01-30,36.61872863769531,36.832080474533065,35.901096694624016,36.10474870284149,45794700
2026-02-02,36.11444854736328,36.11444854736328,35.51318495226501,35.6683489156515,38505600
2026-02-03,36.444175720214844,37.16180772835154,36.01747200785149,36.37628801191983,57152800
2026-02-04,36.385986328125,36.541150299058124,35.85261040925496,36.318102322054315,37955800
2026-02-05,35.8817024230957,36.473266217110336,35.78472632873957,36.26961419932195,35933100
2026-02-06,35.54228210449219,36.14354202329389,35.348326217955915,36.08535414751275,27681100
2026-02-09,36.1920280456543,36.318099919761096,35.44530032886885,35.55197624546687,27089800
2026-02-10,36.22111892700195,36.4441705812309,35.79441897420848,36.19202684140709,24585300
2026-02-11,36.92906188964844,37.29757400662855,36.550846244220125,36.58963816160778,55863800
2026-02-12,35.98837661743164,36.899964438544075,35.6877448203304,36.899964438544075,39856000
2026-02-13,35.7750244140625,36.03686429284043,35.42590457569192,36.03686429284043,27507000
2026-02-18,36.065956115722656,36.259911991109675,35.73623223738491,35.949584070250694,32276700
2026-02-19,36.66722106933594,37.08422492220805,36.308401391673385,36.36658926628372,48355000
2026-02-20,36.822383880615234,36.822383880615234,36.31810008134505,36.53144821608966,51949800
2026-02-23,37.423648834228516,38.06370072390281,36.706013103671935,36.82238886499537,55061500
2026-02-24,38.3740234375,38.46130339684854,37.685483591195144,37.685483591195144,43263600
2026-02-25,38.3740234375,38.76193519002702,37.85034368140872,38.732839403977074,26012300
2026-02-26,38.412818908691406,38.597074973528855,37.7921630067116,38.11218708768201,29919100
2026-02-27,38.14128112792969,39.05286897974784,38.14128112792969,38.71344525557453,38799000
2026-03-02,39.886878967285156,40.274787060617584,39.2953151480971,40.05173907458621,83817000
2026-03-03,39.71231460571289,40.73057832393104,39.518358730956905,40.439646361497374,93893800
2026-03-04,39.275917053222656,39.92566501641542,38.723145183240476,39.71231687147196,50915600
2026-03-05,39.460174560546875,39.537758397487806,38.77163465500042,39.30501058606597,53107600
2026-03-06,40.885746002197266,41.816729846413295,40.16811031015515,40.633605931664114,87228000
2026-03-09,41.85552215576172,42.93197385417998,41.38033039992446,41.94280212318485,107124400
2026-03-10,41.63247299194336,41.79733309273498,40.75967334245573,41.03121306640792,56706200
2026-03-11,43.445953369140625,43.52353720576205,41.92340571975425,41.9428016789096,73234300
2026-03-12,43.63990783691406,44.69696353027312,42.864087993026864,44.01811977959652,86124400
2026-03-13,43.319881439208984,43.96963312233328,42.95136931384393,43.261697261204475,42520400
2026-03-16,44.473915100097656,44.599986979498674,43.44595150536777,43.52353533866095,40474100
2026-03-17,44.97819900512695,45.83159897659459,44.41572731086798,44.46421535706942,51025600
2026-03-18,45.57946014404297,45.72492798596517,45.14306031767727,45.288528159599466,55074700
2026-03-19,45.36610794067383,46.6753074095245,45.27882797608378,45.77341567522765,84865000
2026-03-20,44.28965759277344,45.821905083445564,43.56232576605208,45.375809117579365,78125700
2026-03-23,44.63877868652344,44.78424653562016,42.980462963945904,43.07743906374301,65252400
2026-03-24,45.84130096435547,46.50074878207379,44.968501294022104,44.99759708263386,57455300
2026-03-25,46.06434631347656,46.11283435918954,44.900614719361215,45.094570601613896,40532900
2026-03-26,46.56863021850586,47.005030029576346,46.083742361627706,46.16132249503981,59986800
2026-03-27,47.91661834716797,47.9457104350629,46.675306604973706,47.034122586814085,54170900
2026-03-30,48.168758392333984,49.15793007385836,47.99420216561867,48.24634222589705,51454300
2026-03-31,47.19898223876953,49.022161617466466,46.209814265666665,48.55666971853548,78931700
2026-04-01,45.93827438354492,46.617118120967056,45.35641043684066,46.25830214381279,66488400
2026-04-02,46.6947021484375,47.96510596723777,46.50074626559295,47.80994200084229,38536900
2026-04-06,47.46082305908203,47.51901093486821,46.43286314933203,46.539539071906276,27848100
2026-04-07,47.043819427490234,48.06208691201583,46.937147203795966,47.606291131300594,33362800
2026-04-08,45.20124816894531,45.23034025755306,43.18411283905469,43.348976639767336,87580500
2026-04-09,46.4522590637207,47.08261107016735,45.608551512927775,46.103139208137534,58206500
2026-04-10,47.54810333251953,47.54810333251953,46.09343972300512,46.09343972300512,42860900
2026-04-13,48.27543258666992,48.72153221489623,47.76145265560563,48.246340499824974,60941100
2026-04-14,46.432861328125,48.14936475278321,46.22920562056164,48.11057283711393,58646800
2026-04-15,45.472782135009766,46.64620984812535,45.317618170460605,46.50074571227342,61852100
2026-04-16,47.11170959472656,47.20868569384431,45.34671425569494,45.86069793934194,54484300
2026-04-17,44.823036193847656,45.143060266552816,43.513836716233236,45.09457221910063,105186900
2026-04-20,45.598854064941406,46.04495000111046,45.10426638403164,45.81220590371823,41904500
2026-04-22,46.22920608520508,46.529837885562536,45.821902064785995,46.20011399786107,51063000
2026-04-23,46.97968673706055,47.28455940328853,46.12408119195152,46.57646998577134,38666800
2026-04-24,46.37977981567383,46.73382453780353,45.681527031243874,46.714154969731155,34880200
2026-04-27,46.5863037109375,47.373067659989125,46.38961178577799,46.43878758075769,31543600
2026-04-28,46.73382568359375,47.24522321125404,46.67481697792989,46.86167600340548,29389700
2026-04-29,48.150001525878906,48.48437669279139,47.20588473162716,47.30422882418338,47685000
2026-04-30,48.26801681518555,48.563052831460084,47.491085762779626,48.00248327506252,36666100
2026-05-04,48.52371597290039,49.025276848948245,48.11066252946099,48.464707266241426,41319600
2026-05-05,47.85496520996094,48.218842852143254,47.53042670520012,48.071326714192566,28066500
2026-05-06,46.48796081542969,46.70432231380818,45.81921050370212,45.93722416118741,62009100
2026-05-07,45.4553337097168,45.878220054390674,44.452208223624346,45.63235607500291,71214500
2026-05-08,44.9144287109375,45.77987094487844,44.9144287109375,45.62251815248795,32914200
2026-05-11,45.66185760498047,45.740532125927786,44.894763205708145,45.44549610709893,50622200
2026-05-12,44.92426681518555,45.48483639057489,44.64890035754492,45.48483639057489,81072700
2026-05-13,43.8326301574707,45.07178672047662,43.62610531416526,45.012778014566514,57251900
2026-05-14,44.255516052246094,44.619393689342544,43.64577443708161,43.724448959238366,47760000
2026-05-15,44.71773910522461,44.786580715221525,44.23584408365985,44.639060835750215,59380500
2026-05-18,45.67169189453125,45.69136146325959,43.73428626962283,44.353860802425636,57388200
2026-05-19,45.327484130859375,45.534008976539916,44.83575616404666,45.2291400381315,40943000
2026-05-20,43.86213302612305,45.642189611972974,43.80312807127291,45.01277841632718,52780200
2026-05-21,44.20634460449219,44.894764502705456,43.763788687670335,44.353860742375055,57725900
2026-05-22,43.744117736816406,44.00965127851964,43.144209040922405,43.999818370272784,39634300
2026-05-25,42.68198776245117,43.095037441642695,42.25910142332469,42.77049894393315,26720900
2026-05-26,42.72132110595703,43.07536581496661,42.445954666321306,42.642646588169555,36040500
2026-05-27,42.11157989501953,42.4754575151079,41.45266626535718,41.55101035135304,53745400
2026-05-28,41.80670928955078,42.46562670332492,41.55101240238803,42.3869484293754,37534800
2026-05-29,41.30514907836914,41.649357153387555,41.12812671076348,41.501841014773944,73281800
2026-06-01,41.66902542114258,42.3082732566021,41.26580865231648,41.698531649213336,73925300
2026-06-02,41.56999969482422,41.97999954223633,41.439998626708984,41.900001525878906,27318300
2026-06-03,41.25,41.869998931884766,41.25,41.650001525878906,42895100
2026-06-05,40.88999938964844,41.43000030517578,40.650001525878906,41.029998779296875,34730900
2026-06-08,41.220001220703125,41.31999969482422,40.83000183105469,41.20000076293945,34043600
2026-06-09,41.16999816894531,41.369998931884766,40.70000076293945,40.880001068115234,56680400
